ID_1,hashtag,Video Link ,Relevance ,Condition,Creator Type,Creator age,Creator Gender,Video Length (s),Likes,Shares,Comments,Mode 1,Mode 2,Mode 3,Mode 4,Video Type,Humor,Video Accuracy,Understandability ,Theme 1,Theme 2,Theme 3,Theme 4
410,#ovariancancer,https://www.tiktok.com/@thewhizdoc/video/6974526580135578885,Y,#ovariancancer,Medical Professional,Over 25,M,13,1694,78,86,Text,Viral Music,,,Raising Awareness (Medical),N,3,3,Signs & Symptoms,,,
31,#birthcontrol,https://www.tiktok.com/@mushhroomfairyy/video/6963044432501329158,Y,#birthcontrol,Patient,Under 25,F,11,3130,83,128,Text,Acting,Viral Music,,Personal Testimony,Y,3,3,Side Effects,,,
583,#pelvicfloor,https://www.tiktok.com/@thevagcoach/video/6902890521618959618,Y,#pelvicfloor,Lay person,Under 25,F,13,943,58,39,Text,Visual Aid,,,Raising Awareness (Lay),N,3,3,Health & Exercise Tips,,,
28,#birthcontrol,https://www.tiktok.com/@maseyelizabethxx/video/6992303569428843781,Y,#birthcontrol,Patient,Under 25,F,7,3451,64,237,Visual Aid,Text,Viral Music,,Personal Testimony,N,3,3,Side Effects,,,
711,#uti,https://www.tiktok.com/@ktfranklin/video/7000371527782763782,Y,#uti,Lay person,Under 25,F,14,194300,589,1192,Text,Acting,Viral Music,,Raising Awareness (Lay),Y,3,3,Promoting Preventive Care,Support Networks,,
512,#pcos,https://www.tiktok.com/@katypcos/video/6921761573585358081,Y,#pcos,Lay person,Under 25,F,28,14000,318,926,Dance Trend,Viral Music,Text,,Raising Awareness (Lay),N,3,3,Diet & Nutrition ,,,
461,#papsmear,https://www.tiktok.com/@midwifemama/video/6975189251554168069,Y,#papsmear,Medical Professional,Over 25,F,7,31900,622,842,Viral Music,Text,Visual Aid,,Raising Awareness (Medical),N,3,3,Promoting Preventive Care,,,
574,#pelvicfloor,https://www.tiktok.com/@nosuchthingas_tmi/video/6995420613905075461,N,,,,,,,,,,,,,,,,,,,,
364,#infertilityjourney,https://www.tiktok.com/@crt012/video/6988581124964355334,Y,Infertility,Patient,Over 25,F,11,27200,217,411,Viral Music ,,,,Personal Testimony,N,3,3,Seeking Empathy,,,
515,#pcos,https://www.tiktok.com/@pcos.weight.loss/video/6969984372816481542,Y,PCOS,Medical Professional ,Over 25,F,15,26300,1941,453,Viral Music ,Text,Acting,,Raising Awareness (Medical Professional),Y,2,3,Diagnosis,Signs & Symptoms,Poor Medical Care,
311,#hysterectomy,https://www.tiktok.com/@_chaoticmama_/video/6885358680422878469,Y,Hysterectomy,Patient,Over 25,F,15,1307,26,305,Viral Music ,Text,Acting,,Personal Testimony,Y,3,3,Seeking Empathy,Signs & Symptoms,,
87,#birthcontrolsideeffects,https://www.tiktok.com/@prettywithlee/video/6948122856307969286,Y,Birth control,Lay Person,Over 25,F,58,3183,57,48,Visual Aid,Speech/Sound,,,Raising Awareness (Lay),N,2,3,Side Effects,Promoting Preventive Care,,
11,#birthcontrol,https://www.tiktok.com/@its_layaa7/video/6986776775376325894,Y,Birth control,Patient,Over 25,F,6,27300,676,119,Viral Music ,Text,,,Personal Testimony,Y,3,3,Side Effects,,,
62,#birthcontrolsideeffects,https://www.tiktok.com/@emelyjohnna/video/6923016404157336837,Y,Birth control,Patient,Over 25,F,11,13100,253,376,Viral Music ,Visual Aid,Speech/Sound,,Personal Testimony,N,3,3,Side Effects,,,
467,#papsmear,https://www.tiktok.com/@midwifemama/video/6995139158436105477,Y,Papsmear,Medical Professional ,Over 25,F,13,7338,216,257,Viral Music ,Text,,,Raising Awareness (Medical Professional),N,3,3,Promoting Preventive Care,,,
182,#cervicalcancer,https://www.tiktok.com/@azalealopez20/video/6983349560525475077,Y,Cervical Cancer,Patient,Under 25,F,7,6083,24,42,Viral Music ,Speech/Sound,Text,,Raising Awareness (Lay),Y,3,3,Promoting Preventive Care,,,
452,#papsmear,https://www.tiktok.com/@midwifemama/video/6972545597408595205,Y,Papsmear,Medical Professional ,Over 25,F,14,224100,15300,5957,Viral Music ,Text,,,Raising Awareness (Medical Professional),N,3,3,Promoting Preventive Care,,,
129,#breastcancer,https://www.tiktok.com/@dani_trops/video/6959371545676434693,Y,Breast Cancer,Patient,Over 25,F,15,202500,559,521,Speech/Sound,Text,Visual Aid,,Personal Testimony,Y,3,3,Patient Expertise,Coping with Illness,,
677,#uterinecancer,https://www.tiktok.com/@triciasnyder/video/6956035937918864645,Y,Uterine Cancer,Patient,Over 25,F,59,154,4,26,Responding to Comment,Text,Speech/Sound,Viral Music,Personal Testimony,N,3,3,Signs & Symptoms,,,
708,#uti,https://www.tiktok.com/@dr.karanr/video/6990390636327226630,Y,uti,Medical Professional ,Over 25,M,26,80000,2006,887,Speech/Sound,Text,,,Raising Awareness (Medical Professional),N,3,3,Side Effects,,,
632,#pms,https://www.tiktok.com/@bloodyhonest/video/6952545905987882246,Y,pms,Lay Person,Under 25,F,54,21800,672,419,Speech/Sound,Text,,,Raising Awareness (Lay),N,3,3,Signs & Symptoms,,,
554,#pelvicfloor,https://www.tiktok.com/@whealth_/video/7010561014945090822,Y,Pelvic Floor,Lay Person,Over 25,F,49,187600,21000,12100,Speech/Sound,Visual Aid,,,Raising Awareness (Lay),N,3,3,Health & Exercise Tips,,,
19,#birthcontrol,https://www.tiktok.com/@krysmay/video/6963428377302748421,Y,Birth control,Patient,Over 25,F,39,230800,1953,1652,Speech/Sound,Visual Aid,,,Raising Awareness (Lay),N,3,3,Promoting Preventive Care,Side Effects,,
81,#birthcontrolsideeffects,https://www.tiktok.com/@alienkaartistry/video/6944719696889384194,Y,Birth control,Patient,Under 25,F,10,4740,48,30,Viral Music ,Text,,,Personal Testimony,N,3,3,Side Effects,,,
157,#cervicalcancer,https://www.tiktok.com/@leigharichards/video/6962214248340589829,Y,Cervical Cancer,Patient,Over 25,F,9,2073,10,109,Viral Music,Dance Trend,Text,,Personal Testimony,N,3,3,Success Stories,,,
546,#pcos,https://www.tiktok.com/@alirodmd/video/6887669094989008134,Y,pcos,Medical Professional ,Over 25,F,15,9767,336,212,Viral Music,Dance Trend,Text,,Raising Awareness (Medical Professional),N,3,3,Conventional Treatment,Diet & Nutrition,,
795,#utiremedies,https://www.tiktok.com/@drbergofficial/video/6994481749979958530,Y,uti,Medical Professional ,Over 25,M,47,269,32,2,Speech/Sound,Visual Aid,Text,,Raising Awareness (Medical Professional),N,3,3,Alternative Therapies,Signs & Symptoms,Diet & Nutrition,
3,#birthcontrol,https://www.tiktok.com/@thegilberttwins/video/6977873941100547333,Y,Birth control,Patient,Under 25,F,16,4800000,32500,13100,Speech/Sound,Text,Acting,Visual Aid,Personal Testimony,Y,3,3,Side Effects,,,
571,#pelvicfloor,https://www.tiktok.com/@hulstjepsenpt/video/6965861979017727238,Y,Pelvic Floor,Medical Professional ,Over 25,F,23,9299,1395,107,Responding to Comment,Text,Visual Aid,Viral Music,Raising Awareness (Medical Professional),N,3,3,Health & Exercise Tips,,,
564,#pelvicfloor,https://www.tiktok.com/@nosuchthingas_tmi/video/6988885383555599621,Y,Pelvic Floor,Medical Professional ,Over 25,F,8,28800,269,105,Text,Viral Music,,,Raising Awareness (Medical Professional),N,2,3,Health & Exercise Tips,Diet & Nutrition,,
778,#utiremedies,https://www.tiktok.com/@veryspecialgiraffe/video/6973092261370268934,Y,uti,Lay Person,Over 25,F,59,333,23,7,Speech/Sound,Visual Aid,,,Personal Testimony,N,2,3,Alternative Therapies,Diet & Nutrition,,
318,#hysterectomy,https://www.tiktok.com/@rehab_robyn/video/6975635103590436102,Y,Hysterectomy,Patient,Over 25,F,58,5121,119,473,Speech/Sound,Text,,,Personal Testimony,N,3,3,Coping with Illness,,,
276,#fibroids,https://www.tiktok.com/@cali_kei/video/6959340165814881541,Y,Fibroids,Patient,Over 25,F,59,244,18,24,Speech/Sound,Visual Aid,,,Personal Testimony,N,3,3,Conventional Treatment,,,
316,#hysterectomy,https://www.tiktok.com/@me_again_rose/video/6904442493140602117,Y,Hysterectomy,Patient,Over 25,F,59,1249,182,138,Speech/Sound,Visual Aid,Text,,Personal Testimony,N,3,3,Patient Expertise,,,
645,#pms,https://www.tiktok.com/@priscillablock/video/6926265561575951622,Y,pms,Patient,Under 25,F,57,20000,189,56,Duet,Speech/Sound,,,Personal Testimony,N,2,1,Side Effects,,,
262,#fibroids,https://www.tiktok.com/@lovelyradical/video/6950927343137410306,Y,Fibroids,Patient,Over 25,F,22,2667,46,470,Speech/Sound,Visual Aid,Text,,Personal Testimony,N,3,3,Diet & Nutrition,Coping with Illness,,
16,#birthcontrol,https://www.tiktok.com/@thebeeznhiz/video/6983115275788930310,Y,Birth control,Patient,Under 25,F,9,239300,4384,3082,Speech/Sound,Text,,,Personal Testimony,N,3,3,Seeking Empathy,Side Effects,,
352,#infertilityjourney,https://www.tiktok.com/@ruby.du/video/7002267234647149829,Y,Infertility,Patient,Over 25,F,44,855400,1949,5612,Speech/Sound,Text,,,Personal Testimony,N,3,3,Success Stories,,,
743,#uti,https://www.tiktok.com/@foodoverdrugs/video/6861741330415095046,Y,uti,Lay Person,Under 25,F,21,265200,18700,844,Speech/Sound,Visual Aid,,,Raising Awareness (Lay),N,3,3,Diet & Nutrition,,,
281,#fibroids,https://www.tiktok.com/@realignwithdivine/video/6905180551993462021,Y,Fibroids,Patient,Under 25,F,59,137500,7840,1393,Speech/Sound,Stitch,Text,,Personal Testimony,N,2,3,Signs & Symptoms,Diet & Nutrition,,
686,#uterinecancer,https://www.tiktok.com/@hersavvyhealth/video/6955984914437164294,Y,Uterine Cancer,Medical Professional ,Over 25,F,59,785,52,60,Responding to Comment,Speech/Sound,,,Raising Awareness (Medical Professional),N,3,3,Promoting Preventive Care,,,
271,#fibroids,https://www.tiktok.com/@dr.sunycaminero/video/6906631593188723973,Y,Fibroids,Medical Professional ,Over 25,F,58,1044,191,119,Speech/Sound,Visual Aid,Text,,Raising Awareness (Medical Professional),N,3,3,Signs & Symptoms,Coventional Treatment,,
365,#infertilityjourney,https://www.tiktok.com/@ruby.du/video/6995686119643942150,Y,Infertility,Patient,Over 25,F,6,23600,12,41,Viral Music,Responding to Comment,Visual Aid,,Personal Testimony,N,3,2,Seeking Empathy,,,
83,#birthcontrolsideeffects,https://www.tiktok.com/@menstruationqueen/video/6852777906486217989,Y,Birth control,Patient,Under 25,F,13,1407,65,61,Viral Music,Text,,,Raising Awareness (Lay),N,3,3,Side Effects,,,
4,#birthcontrol,https://www.tiktok.com/@txshay/video/6900747274138307846,Y,Birth control,Medical Professional ,Under 25,F,26,137500,1054,920,Speech/Sound,Visual Aid,Text,,Raising Awareness (Medical Professional),N,3,3,Conventional Treatment,Promoting Preventive Care,,
21,#birthcontrol,https://www.tiktok.com/@ohitsemmarose/video/6983344998909578501,Y,Birth control,Lay Person,Under 25,Trans* (nonbinary),10,593100,8890,5008,Speech/Sound,Acting,,,Humor,Y,3,3,Sexual Health,,,
569,#pelvicfloor,https://www.tiktok.com/@purewow/video/6932562826255027461,Y,Pelvic Floor,Lay Person,Under 25,F,14,107100,11000,0,Speech/Sound,Visual Aid,Text,,Raising Awareness (Lay),N,3,3,Health & Exercise Tips,,,
267,#fibroids,https://www.tiktok.com/@rasheetajoy/video/6977802492050541830,Y,Fibroids,Lay Person,Over 25,F,15,2517,165,175,Viral Music,Text,Dance Trend,,Raising Awareness (Lay),N,3,3,Diet & Nutrition,Alternative Therapies,,
246,#endometriosis,https://www.tiktok.com/@drehelton/video/6949494782293052678,Y,Endometriosis,Patient,Under 25,F,23,728900,4950,10700,Viral Music,Text,Visual Aid,,Personal Testimony,N,3,3,Signs & Symptoms,,,
729,#uti,https://www.tiktok.com/@yesyesyespoopoo/video/6957476436257131782,N,,,,,,,,,,,,,NA,,,,,,,
188,#cervicalcancer,https://www.tiktok.com/@leigharichards/video/6983009144492002566,Y,Cervical Cancer,Patient,Over 25,F,21,237,8,15,Speech/Sound,Acting,,,Personal Testimony,Y,3,3,Seeking Empathy,Coping with Illness,,
52,#birthcontrolsideeffects,https://www.tiktok.com/@ryeofthetiger/video/6940300295926729989,Y,Birth control,Patient,Under 25,F,15,726200,19100,8642,Viral Music,Visual Aid,Text,,Raising Awareness (Lay),Y,3,3,Side Effects,,,
283,#fibroids,https://www.tiktok.com/@onlyaerrice/video/6993510151428869381,Y,Fibroids,Patient,Over 25,F,23,493000,76900,9087,Visual Aid,Speech/Sound,,,Personal Testimony,N,2,3,Alternative Therapies,Diet & Nutrition,Coping with Illness,
189,#cervicalcancer,https://www.tiktok.com/@melissaanngay1217/video/6945630253016468742,Y,Cervical Cancer,Patient,Over 25,F,17,831,2,36,Viral Music,Visual Aid,Text,,Personal Testimony,N,3,3,Success Stories,,,
121,#breastcancer,https://www.tiktok.com/@pewithmsali/video/6962557627180076294,Y,Breast Cancer,Patient,Over 25,F,45,2467,25,61,Responding to Comment,Speech/Sound,,,Personal Testimony,N,3,3,Patient Expertise,Signs & Symptoms,Poor Medical Care,Diagnosis
591,#pelvicfloor,https://www.tiktok.com/@lysnaraphysio/video/6976983704010788098,Y,Pelvic Floor,Medical Professional ,Over 25,F,24,62900,4937,2104,Visual Aid,Text,,,Raising Awareness (Medical Professional),N,3,3,Health & Exercise Tips,,,
576,#pelvicfloor,https://www.tiktok.com/@nosuchthingas_tmi/video/6988593114332040454,Y,Pelvic Floor,Medical Professional ,Over 25,F,7,117800,375,188,Speech/Sound,Text,Acting,,Raising Awareness (Medical Professional),N,3,3,Signs & Symptoms,Health & Exercise Tips,,
720,#uti,https://www.tiktok.com/@hollyladd0/video/6994903979113106694,Y,uti,Patient,Under 25,F,8,29500,426,1058,Viral Music,Text,,,Personal Testimony,N,3,3,Seeking Empathy,Signs & Symptoms,,
440,#ovariancancer,https://www.tiktok.com/@draljazayrly/video/6963879192588995845,Y,Ovarian Cancer,Medical Professional ,Over 25,M,34,345,6,48,Speech/Sound,Responding to Comment,Text,,Raising Awareness (Medical Professional),N,3,3,Signs & Symptoms,,,
613,#pms,https://www.tiktok.com/@hashtagkarenag2/video/7008705028093480198,Y,pms,Patient,Over 25,F,10,69900,5587,534,Viral Music,Text,Acting,,Personal Testimony,Y,3,2,Signs & Symptoms,Seeking Empathy,,
152,#cervicalcancer,https://www.tiktok.com/@pcoscoachbarbie/video/6992572067497430298,Y,Cervical Cancer,Lay Person,Over 25,F,15,39200,1453,704,Viral Music,Text,Speech/Sound,Visual Aid,Raising Awareness (Lay),N,3,3,Signs & Symptoms,,,
619,#pms,https://www.tiktok.com/@dr_acupinti/video/6963237372905458950,Y,pms,Medical Professional ,Over 25,F,13,217,34,4,Speech/Sound,Text,Visual Aid,,Raising Awareness (Medical Professional),N,2,3,Alternative Therapies,,,
49,#birthcontrol,https://www.tiktok.com/@xoxo_bjs/video/6951877256713227526,Y,Birth control,Patient,Under 25,F,30,69500,750,774,Viral Music,Visual Aid,,,Raising Awareness (Lay),N,3,3,Conventional Treatment,Promoting Preventive Care,,
540,#pcos,https://www.tiktok.com/@pcos.gal/video/6973509662092168454,Y,pcos,Patient,Under 25,F,9,70100,5113,3076,Viral Music,Text,Visual Aid,,Personal Testimony,N,3,3,Side Effects,Patient Expertise,,
45,#birthcontrol,https://www.tiktok.com/@thebollmanbunch/video/6981514757639523589,Y,Birth control,Patient,Under 25,F,9,33900,98,67,Viral Music,Text,Visual Aid,,Personal Testimony,N,1,3,Sexual Health,,,
685,#uterinecancer,https://www.tiktok.com/@bethly71/video/6972190956581833990,Y,Uterine Cancer,Patient,Over 25,F,59,416,6,74,Speech/Sound,,,,Medical Visit Narrative,N,3,3,Success Stories,Diagnosis,Conventional Treatment,Seeking Empathy
302,#hysterectomy,https://www.tiktok.com/@thegirlwiththesmile867/video/7008920793455267078,Y,Hysterectomy,Patient,Over 25,F,20,6077,227,483,Viral Music,Text,Acting,,Personal Testimony,N,1,3,Seeking Empathy,Coping with Illness,,
543,#pcos,https://www.tiktok.com/@virginia.godley/video/6966394380827561222,Y,pcos,Patient,Under 25,F,15,1100000,1146,4551,Speech/Sound,Acting,,,Personal Testimony,Y,3,3,Sexual Health,,,
799,#utiremedies,https://www.tiktok.com/@themacromuse/video/6972754051985378565,Y,uti,Lay Person,Under 25,F,29,296,77,5,Speech/Sound,Visual Aid,,,Personal Testimony,N,2,3,Alternative Therapies,,,
25,#birthcontrol,https://www.tiktok.com/@sarahgracemeck/video/6961195308655152390,Y,Birth control,Medical Professional ,Over 25,F,12,13300,360,365,Viral Music,Acting,Text,,Raising Awareness (Medical Professional),N,2,3,Side Effects,,,
681,#uterinecancer,https://www.tiktok.com/@momma.calkins/video/7002852483764718854,N,,,,,,,,,,,,,,,,,,,,
427,#ovariancancer,https://www.tiktok.com/@mjcauli/video/7007415647135124741,Y,Ovarian Cancer,Family/Support,Over 25,M,180,124200,1072,3652,Responding to Comment,Speech/Sound,,,Raising Awareness (Lay),N,3,3,Support Networks,Poor Medical Care,,
741,#uti,https://www.tiktok.com/@jenlapcomedy/video/6924824958694624517,Y,uti,Lay Person,Under 25,F,31,140800,4606,765,Speech/Sound,Visual Aid,,,Raising Awareness (Lay),N,3,3,Promoting Preventive Care,,,
308,#hysterectomy,https://www.tiktok.com/@stephaniegailtiktok/video/6909824638067526918,Y,Hysterectomy,Patient,Over 25,F,15,872,48,149,Viral Music,Text,Dance Trend,Acting,Personal Testimony,N,3,3,Coping with Illness,Conventional Treatment,,
698,#uterinecancer,https://www.tiktok.com/@triciasnyder/video/6932944329434516741,Y,Uterine Cancer,Patient,Over 25,F,59,148,6,22,Responding to Comment,Speech/Sound,Text,,Raising Awareness (Lay),N,3,3,Signs & Symptoms,Poor Medical Care,,
327,#hysterectomy,https://www.tiktok.com/@nishamckenziepa/video/6961210551296855301,Y,Hysterectomy,Medical Professional ,Over 25,F,58,1901,23,196,Speech/Sound,Visual Aid,Text,,Raising Awareness (Medical Professional),N,3,3,Conventional Treatment,,,
227,#endometriosis,https://www.tiktok.com/@hormoneguru/video/6964185588702448902,Y,Endometriosis,Medical Professional ,Over 25,F,11,1722,232,45,Viral Music,Text,,,Raising Awareness (Medical Professional),N,3,3,Diet & Nutrition,,,
416,#ovariancancer,https://www.tiktok.com/@hippiechels/video/6847173295519960325,Y,Ovarian Cancer,Patient,Under 25,F,57,1153,13,499,Viral Music,Text,Visual Aid,Acting,Personal Testimony,N,3,3,Success Stories,Signs & Symptoms,Diagnosis,Conventional Treatment
523,#pcos,https://www.tiktok.com/@drkellylupo/video/6973355115424058629,Y,pcos,Patient,Under 25,F,13,35500,509,646,Viral Music,Text,,,Raising Awareness (Lay),N,3,3,Signs & Symptoms,,,
397,#infertilityjourney,https://www.tiktok.com/@worldsokayestwife/video/6952189535774199046,Y,Infertility,Patient,Over 25,F,18,12800,305,163,Viral Music,Text,,,Personal Testimony,N,3,3,Seeking Empathy,,,
514,#pcos,https://www.tiktok.com/@latoyairabor/video/6992897248690507014,Y,pcos,Patient,Over 25,F,16,1387,48,17,Viral Music,Dance Trend,Text,,Personal Testimony,N,3,3,Diet & Nutrition,Health & Exercise Tips,,
480,#papsmear,https://www.tiktok.com/@midwifemama/video/6930236661271907590,Y,Papsmear,Medical Professional ,Over 25,F,15,2683,130,58,Viral Music,Visual Aid,Text,,Raising Awareness (Medical Professional),N,3,3,Promoting Preventive Care,,,
678,#uterinecancer,https://www.tiktok.com/@ashley6564/video/6917051496660077829,Y,Uterine Cancer,Family/Support,Under 25,F,14,90,0,4,Viral Music,Text,,,Raising Awareness (Lay),N,3,3,Support Networks,Seeking Empathy,,
17,#birthcontrol,https://www.tiktok.com/@preciiousdominique/video/6984843635951029509,Y,Birth control,Lay Person,Under 25,F,5,8146,72,494,Viral Music ,Text,,,Question,N,,,Sexual Health,,,
707,#uti,https://www.tiktok.com/@taylortomlinsoncomedy/video/6980816285781249285,Y,uti,Patient,Over 25,F,7,100800,1825,4214,Speech/Sound,Visual Aid,,,Personal Testimony,Y,3,3,Seeking Empathy,,,
153,#cervicalcancer,https://www.tiktok.com/@connealymd/video/6896141914261802245,Y,Cervical Cancer,Medical Professional ,Over 25,F,47,1332,86,117,Speech/Sound,Text,,,Raising Awareness (Medical Professional),N,3,3,Promoting Preventive Care,,,
46,#birthcontrol,https://www.tiktok.com/@bridejames/video/6959383948279418118,Y,Birth control,Patient,Under 25,F,8,522700,4323,3373,Speech/Sound,Visual Aid,Stitch,,Humor,Y,3,3,Promoting Preventive Care,,,
634,#pms,https://www.tiktok.com/@el.and.daf/video/6946565773720554757,Y,pms,Patient,Over 25,F,50,1500000,41100,10000,Speech/Sound,Text,,,Humor,Y,2,3,Coping with Illness,,,
164,#cervicalcancer,https://www.tiktok.com/@krisskrossapplesauce/video/7000798011441892614,Y,Cervical Cancer,Patient,Over 25,F,10,221,,11,Viral Music,Text,Acting,,Personal Testimony,N,2,3,Promoting Preventive Care,,,
607,#pms,https://www.tiktok.com/@lyss/video/6991101469105720582,Y,pms,Patient,Under 25,F,28,5290,11,24,Speech/Sound,Visual Aid,,,Personal Testimony,N,2,3,Patient Expertise,Side Effects,,
422,#ovariancancer,https://www.tiktok.com/@nikkimaraviglia/video/6982490671747812613,Y,Ovarian Cancer,Patient,Under 25,F,7,10700,15,714,Viral Music,Text,Visual Aid,,Personal Testimony,N,3,3,Success Stories,Seeking Empathy,,
381,#infertilityjourney,https://www.tiktok.com/@emmgemmm/video/6951024634133253381,Y,Infertility,Patient,Over 25,F,30,446700,431,2722,Viral Music,Visual Aid,Text,,Personal Testimony,N,3,3,Seeking Empathy,,,
471,#papsmear,https://www.tiktok.com/@azalealopez20/video/6983349560525475077,Y,Papsmear,Patient,Under 25,F,7,6083,24,42,Viral Music ,Speech/Sound,Text,,Raising Awareness (Lay),Y,3,3,Promoting Preventive Care,,,
653,#uterinecancer,https://www.tiktok.com/@andreachatterton31/video/6949300313836801285,Y,Uterine Cancer,Patient,Over 25,F,24,161,5,31,Viral Music,Visual Aid,Text,,Personal Testimony,N,2,3,Success Stories,Alternative Therapies,,
48,#birthcontrol,https://www.tiktok.com/@emileekiechlin27/video/6950704797611740421,Y,Birth control,Patient,Under 25,F,11,12200,246,84,Speech/Sound,Visual Aid,Stitch,,Personal Testimony,Y,3,3,Side Effects,,,
289,#fibroids,https://www.tiktok.com/@all_things_latoya/video/6988309629524643077,Y,Fibroids,Patient,Under 25,F,13,41,1,4,Viral Music,Text,Acting,,Personal Testimony,N,2,3,Signs & Symptoms,,,
405,#ovariancancer,https://www.tiktok.com/@ms.karrra/video/6936944674997341445,Y,Ovarian Cancer,Patient,Over 25,F,30,53700,349,11800,Text,,,,Personal Testimony,N,3,3,Seeking Empathy,,,
35,#birthcontrol,https://www.tiktok.com/@jordannalamb/video/6994458351157513478,Y,Birth control,Patient,Under 25,F,7,3284,10,34,Viral Music,Dance Trend,Responding to Comment,,Personal Testimony,N,2,3,Sexual Health,,,
30,#birthcontrol,https://www.tiktok.com/@emily.trys.kinda/video/6985383895596305669,Y,Birth control,Patient,Under 25,F,12,814000,3315,5988,Stitch,Visual Aid,,,Personal Testimony,N,3,3,Promoting Preventive Care,,,
10,#birthcontrol,https://www.tiktok.com/@drjenniferlincoln/video/6982561649744039174,Y,Birth control,Medical Professional ,Over 25,F,29,30900,144,883,Responding to Comment,Speech/Sound,,,Raising Awareness (Medical Professional),N,3,3,Promoting Preventive Care,Signs & Symptoms,Conventional Treatment,
277,#fibroids,https://www.tiktok.com/@newlite7/video/7004610586302598406,Y,Fibroids,Patient,Over 25,F,179,1298,263,170,Responding to Comment,Speech/Sound,Text,Visual Aid,Personal Testimony,N,2,3,Diet & Nutrition,,,
753,#utiremedies,https://www.tiktok.com/@chaosbychristine/video/6980067285226491142,Y,uti,Patient,Over 25,F,56,66400,5927,903,Speech/Sound,Visual Aid,,,Personal Testimony,N,2,2,Alternative Therapies,,,
744,#uti,https://www.tiktok.com/@jillpenn15/video/6853529700254436614,Y,uti,Lay Person,Under 25,F,11,336400,2262,553,Speech/Sound,Visual Aid,,,Humor,Y,3,3,Sexual Health,,,
536,#pcos,https://www.tiktok.com/@pcoscoachbarbie/video/6940828702813031682,Y,pcos,Lay Person,Over 25,F,14,8618,604,203,Viral Music,Visual Aid,Text,,Raising Awareness (Lay),N,3,3,Signs & Symptoms,,,
713,#uti,https://www.tiktok.com/@beaellspalace/video/6968157693643115782,Y,uti,Patient,Under 25,F,11,401200,3712,4494,Viral Music,Visual Aid,,,Humor,Y,2,3,Alternative Therapies,,,
727,#uti,https://www.tiktok.com/@heybriajones/video/7003091813452041478,Y,uti,Patient,Under 25,F,7,282200,4195,6051,Viral Music,Text,,,Personal Testimony,Y,3,3,Support Networks,,,
430,#ovariancancer,https://www.tiktok.com/@officialdrmoe/video/6857772530460036357,Y,Ovarian Cancer,Medical Professional ,Over 25,F,11,7675,243,472,Viral Music,Dance Trend,Text,,Raising Awareness (Medical Professional),N,3,3,Signs & Symptoms,,,
368,#infertilityjourney,https://www.tiktok.com/@makingmacbaby/video/6987815951173504261,Y,Infertility,Patient,Over 25,F,71,70600,159,830,Speech/Sound,Visual Aid,,,Personal Testimony,N,3,3,Success Stories,,,
618,#pms,https://www.tiktok.com/@theveganfoode/video/6930702086527012101,Y,pms,Patient,Over 25,F,9,33600,1107,178,Acting,Speech/Sound,,,Personal Testimony,N,3,3,Side Effects,,,
319,#hysterectomy,https://www.tiktok.com/@beautyqueenmom/video/6969968036241575173,N,,,,,,,,,,,,,,,,,,,,
793,#utiremedies,https://www.tiktok.com/@healthyted/video/6961020654422641921,Y,uti,Organization,,,17,280,27,0,Visual Aid,Text,,,Raising Awareness (Lay),N,3,3,Alternative Therapies,Diet & Nutrition,,
369,#infertilityjourney,https://www.tiktok.com/@cc.eddie/video/6941174878963846406,Y,Infertility,Patient,Over 25,F,58,720200,2704,4428,Viral Music,Visual Aid,Text,,Personal Testimony,N,3,3,Success Stories,,,
529,#pcos,https://www.tiktok.com/@pcos.weight.loss/video/6993080841375157509,Y,pcos,Medical Professional ,Over 25,F,7,28400,227,229,Speech/Sound,Visual Aid,Text,,Raising Awareness (Medical Professional),N,3,3,Support Networks,Diet & Nutrition,,
24,#birthcontrol,https://www.tiktok.com/@prettywithlee/video/6997219649234488581,Y,Birth control,Patient,Over 25,F,27,22800,104,86,Viral Music,Acting,Text,,Personal Testimony,N,2,3,Side Effects,Patient Expertise,,
602,#pms,https://www.tiktok.com/@sarati/video/6943324603590741254,Y,pms,Patient,Under 25,F,12,160600,8634,625,Viral Music,Acting,,,Personal Testimony,N,3,3,Signs & Symptoms,,,
572,#pelvicfloor,https://www.tiktok.com/@the.belly.whisperer/video/6938135226203770118,Y,Pelvic Floor,Medical Professional ,Over 25,F,59,9296,510,81,Speech/Sound,Visual Aid,Text,,Raising Awareness (Medical Professional),N,3,3,Health & Exercise Tips,,,
636,#pms,https://www.tiktok.com/@chcatch/video/6961097174734179589,Y,pms,Patient,Over 25,F,15,112900,22200,1178,Text,Visual Aid,,,Personal Testimony,N,3,3,Signs & Symptoms,,,
530,#pcos,https://www.tiktok.com/@endocrinenutritionist/video/6990440125289336070,Y,pcos,Medical Professional ,Over 25,F,15,1191,29,33,Viral Music,Dance Trend,Text,,Raising Awareness (Medical Professional),N,3,2,Diet & Nutrition,,,
570,#pelvicfloor,https://www.tiktok.com/@scrambledjam/video/6985571039447125253,Y,Pelvic Floor,Medical Professional ,Over 25,F,76,181200,7548,3208,Responding to Comment,Speech/Sound,Visual Aid,,Raising Awareness (Medical Professional),N,3,3,Promoting Preventive Care,Signs & Symptoms,Health & Exercise Tips,
